"","Player.Name","Yearly.Salary","Age","Position","Nationality","team.y","MP","Starts","Min","X90s","goal.90","assit.90","G.p.90","PK","PKatt","CrdY","CrdR","Gls","Ast","G.A","G.PK","G.A.PK","Sh.x","Shot.on.Target","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","total.completed","total.tempted","X.total..completed.","total.distance","progressive.distance","short.completed","short.attempted","short.","mediumm.completed","medium.attempted","X.medium","long.complted","long.attempted","long..","xA","KP","X1.3.x","PPA","CrsPA","Prog.x","SCA","SCA90","PassLive","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","ATG.in.play","ATG.not.in.play","ATG.drib","ATG.shot","ATG.fouls","ATG.finalized","Tkl","TklW","Def.3rd.x","Mid.3rd.x","Att.3rd.x","X.contrs.opponents","Att.x","Tkl.","Past","Press","Succ.x","X.","Pressin.def","Press.mid","Press.att","Blocks","Sh","ShSv","Pass","Int","Tkl.Int","Clr","Err","Touches","Def.Pen","Def.3rd.y","Mid.3rd.y","Att.3rd.y","Att.Pen","Live","Succ.y","Att.y","Succ.","X.Pl","Megs","Carries","TotDist","PrgDist","Prog.y","X1.3.y","CPA","Mis","Dis","Targ","Rec","Rec.","prog..ric.","X2CrdY","Fls","sub_fouls","Off","Crs","OG","Recov","Won","Lost","Won."
"155","Erick Pulgar",2288000,26,"M","Chile","acf-fiorentina",31,21,2002,22.2,1,3,1,0,0,8,0,0.04,0.13,0.18,0.04,0.18,16,3,18.8,0.72,0.13,0.06,0.33,23,4,928,1139,81.5,18310,5190,358,399,89.7,413,455,90.8,142,241,58.9,1.9,22,78,10,5,75,32,1.44,16,13,1,2,0,0,5,0.22,1,2,0,2,0,0,46,32,24,21,1,19,50,38,31,325,106,32.6,127,157,41,45,12,0,33,35,81,49,0,1345,92,296,839,255,3,1218,11,13,84.6,12,0,763,3116,1254,48,11,0,9,11,828,783,94.6,16,0,23,22,0,24,0,227,30,14,68.2
"156","Ernesto Torregrossa",884000,28,"ST","Italy","u.c.-sampdoria",6,1,170,1.9,1,0,1,0,0,0,0,0.53,0,0.53,0.53,0.53,4,2,50,2.12,1.06,0.25,0.5,9.3,0,32,44,72.7,408,67,20,26,76.9,7,9,77.8,2,3,66.7,0.4,3,1,1,0,1,4,2.12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,28,5,17.9,2,17,9,5,1,0,4,1,2,1,0,73,1,5,25,45,11,70,2,6,33.3,3,0,46,180,78,4,2,1,5,7,102,51,50,15,0,7,1,3,0,0,11,5,9,35.7
"157","Fabian",2652000,24,"M","Spain","napoli",33,29,2569,28.5,3,1,3,0,0,1,0,0.11,0.04,0.14,0.11,0.14,43,15,34.9,1.51,0.53,0.07,0.2,21.3,1,1887,2124,88.8,37107,9406,783,857,91.4,733,795,92.2,334,398,83.9,2.8,42,208,39,4,166,105,3.68,88,0,3,6,2,6,10,0.35,7,0,1,0,2,0,49,40,20,20,9,20,69,29,49,468,140,29.9,132,214,122,44,3,0,41,40,89,40,0,2379,93,536,1409,615,48,2314,20,31,64.5,21,2,1714,8758,4597,186,55,9,14,18,2007,1888,94.1,99,0,11,26,1,21,0,227,12,10,54.5
"158","Fabio Depaoli",624000,23,"D","Italy","atalanta",5,3,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,103,83.5,1246,546,59,65,90.8,23,28,82.1,3,7,42.9,0.1,2,5,1,0,12,4,1.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,2,0,2,31,9,29,9,10,12,9,0,0,9,1,4,3,0,132,3,24,66,52,5,118,1,1,100,1,0,86,326,171,7,3,0,4,5,107,88,82.2,10,0,5,1,0,1,0,9,3,2,60
"159","Fabio Depaoli",624000,23,"D","Italy","u.c.-sampdoria",2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,2.34,1.17,0,0,17.3,0,9,15,60,136,72,6,8,75,1,3,33.3,1,1,100,0.1,1,1,0,0,2,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,33.3,2,18,4,22.2,8,6,4,0,0,0,0,0,1,2,0,24,2,3,6,17,1,24,0,1,0,0,0,17,94,48,2,1,0,2,0,28,16,57.1,4,0,5,2,2,1,0,5,0,4,0
"160","Fabio Depaoli",624000,23,"D","Italy","benevento",15,14,1120,12.4,0,0,0,0,0,2,0,0,0,0,0,0,7,1,14.3,0.56,0.08,0,0,21.9,0,303,412,73.5,5731,3074,125,140,89.3,134,167,80.2,40,82,48.8,0.4,7,21,15,5,41,13,1.04,8,2,0,2,0,1,1,0.08,0,0,0,1,0,0,29,15,15,8,6,15,29,51.7,14,219,69,31.5,104,81,34,31,6,0,25,16,45,39,1,543,49,217,217,131,12,469,4,10,40,4,0,273,1297,633,31,3,1,7,4,315,273,86.7,14,0,17,8,1,19,1,69,15,9,62.5
"161","Fabio Quagliarella",2132000,37,"ST","Italy","u.c.-sampdoria",33,25,2204,24.5,13,1,11,2,3,1,0,0.53,0.04,0.57,0.45,0.49,77,25,32.5,3.14,1.02,0.14,0.44,18.1,1,366,538,68,6032,1202,184,237,77.6,117,163,71.8,40,71,56.3,1.5,18,28,11,1,29,39,1.59,28,0,0,7,3,1,4,0.16,2,0,0,1,1,0,12,8,3,5,4,0,16,0,16,368,79,21.5,41,162,165,16,4,0,12,6,18,11,0,792,14,82,390,361,106,736,16,31,51.6,18,3,488,1877,841,45,11,9,49,36,1181,580,49.1,200,0,27,36,18,22,0,99,31,68,31.3
"162","Faouzi Ghoulam",4160000,29,"D","Algeria","napoli",11,3,289,3.2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0.93,0,0,0,26.2,2,208,262,79.4,3466,1279,102,115,88.7,84,100,84,17,37,45.9,0.4,7,12,8,4,18,12,3.74,6,4,0,2,0,0,1,0.31,0,0,0,1,0,0,4,1,3,1,0,0,1,0,1,32,7,21.9,9,16,7,5,3,0,2,2,6,3,0,287,8,60,145,96,2,240,3,4,75,3,0,167,710,413,16,4,1,3,2,216,195,90.3,11,0,2,7,1,19,0,26,7,2,77.8
"163","Federico Barba",884000,26,"D","Italy","benevento",32,31,2659,29.5,0,2,0,0,0,8,0,0,0.07,0.07,0,0.07,13,3,23.1,0.44,0.1,0,0,13.6,0,1115,1386,80.4,21684,7997,407,445,91.5,540,629,85.9,147,262,56.1,1.7,14,55,15,3,73,25,0.85,24,0,0,1,0,0,2,0.07,2,0,0,0,0,0,34,20,24,8,2,10,24,41.7,14,300,91,30.3,173,104,23,52,18,0,34,57,91,117,4,1671,200,831,717,217,29,1439,4,8,50,4,0,891,4900,2518,69,18,4,6,9,956,906,94.8,10,0,26,10,1,30,1,236,37,34,52.1
"164","Federico Bernardeschi",6760000,26,"D","Italy","juventus",27,8,972,10.8,0,2,0,0,0,3,0,0,0.19,0.19,0,0.19,13,6,46.2,1.2,0.56,0,0,17.4,0,455,590,77.1,8470,2651,195,219,89,185,219,84.5,60,109,55,2.1,22,42,15,6,38,40,3.7,21,14,2,0,3,0,5,0.46,5,0,0,0,0,0,11,5,6,4,1,4,22,18.2,18,120,31,25.8,34,50,36,12,3,0,9,13,24,13,0,714,32,151,320,303,36,638,20,34,58.8,22,3,501,3016,1569,66,22,9,17,18,577,498,86.3,59,0,13,18,2,42,0,77,8,8,50
"165","Federico Bonazzoli",936000,23,"ST","Italy","u.c.-sampdoria",2,2,131,1.5,0,1,0,0,0,0,0,0,0.69,0.69,0,0.69,4,0,0,2.75,0,0,0,21.1,0,20,28,71.4,347,63,9,13,69.2,9,12,75,2,2,100,0.9,2,4,1,0,2,2,1.37,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,25,5,20,1,11,13,1,0,0,1,0,1,0,0,39,0,3,24,17,5,37,2,2,100,2,0,28,258,156,6,3,1,1,3,41,25,61,10,0,3,2,0,0,0,8,0,1,0
"166","Federico Bonazzoli",936000,23,"ST","Italy","torino",20,4,564,6.3,2,2,2,0,0,2,0,0.32,0.32,0.64,0.32,0.64,21,6,28.6,3.35,0.96,0.1,0.33,16.7,0,129,155,83.2,2617,223,52,62,83.9,48,56,85.7,25,27,92.6,0.7,3,6,4,0,6,14,2.23,9,0,1,1,2,1,5,0.8,4,0,0,0,0,1,6,4,1,3,2,2,13,15.4,11,117,34,29.1,8,52,57,3,0,0,3,2,8,4,0,234,3,16,124,108,27,219,5,11,45.5,5,0,162,661,217,11,5,2,12,9,256,165,64.5,55,0,11,19,4,3,0,34,4,10,28.6
"167","Federico Ceccherini",936000,28,"D","Italy","acf-fiorentina",3,3,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,111,87.4,2176,613,29,30,96.7,48,52,92.3,20,29,69,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,3,0,2,3,66.7,1,39,12,30.8,25,13,1,8,5,0,3,3,8,17,0,147,24,93,63,1,1,141,0,0,0,0,0,86,498,251,4,0,0,1,1,84,82,97.6,1,0,5,3,0,0,1,26,5,5,50
"168","Federico Ceccherini",936000,28,"D","Italy","hellas-verona",25,23,1738,19.3,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0.57,0,0,0,8.8,0,745,911,81.8,13994,4692,305,340,89.7,334,387,86.3,89,155,57.4,0.2,5,72,6,0,63,13,0.67,10,1,0,2,0,0,1,0.05,0,0,0,1,0,0,25,14,18,7,0,3,11,27.3,8,239,69,28.9,104,119,16,23,6,0,17,33,58,94,0,1116,102,483,595,112,29,1063,11,15,73.3,12,0,625,3180,1764,67,22,1,7,5,680,641,94.3,15,0,48,33,1,10,0,227,77,35,68.8
"169","Federico Chiesa",2964000,22,"D","Italy","acf-fiorentina",3,3,240,2.7,1,1,1,0,0,0,0,0.37,0.37,0.75,0.37,0.75,9,1,11.1,3.38,0.37,0.11,1,17.7,0,91,118,77.1,1795,588,44,50,88,30,38,78.9,16,23,69.6,0.8,5,6,6,5,5,10,3.75,7,1,1,1,0,0,1,0.37,1,0,0,0,0,0,4,2,1,2,1,1,5,20,4,44,8,18.2,13,19,12,3,1,0,2,1,5,2,0,158,5,33,57,77,23,138,8,13,61.5,8,0,116,611,416,26,5,9,5,6,119,104,87.4,16,0,2,3,2,9,0,20,1,1,50
"170","Federico Chiesa",2964000,22,"D","Italy","juventus",30,28,2210,24.6,8,8,8,0,0,3,1,0.33,0.33,0.65,0.33,0.65,60,25,41.7,2.44,1.02,0.13,0.32,17.7,0,626,808,77.5,11214,3484,303,354,85.6,235,293,80.2,77,118,65.3,6.5,45,45,41,17,82,86,3.5,60,6,8,6,2,4,16,0.65,11,0,2,1,1,1,58,40,24,20,14,22,50,44,28,397,131,33,137,147,113,27,1,0,26,11,69,21,0,1100,22,165,457,579,122,1050,35,62,56.5,36,3,821,5113,3331,159,45,44,36,42,1006,789,78.4,132,0,30,36,11,62,0,131,6,34,15
"171","Federico Dimarco",379600,22,"D","Italy","hellas-verona",35,29,2613,29,5,3,5,0,0,6,0,0.17,0.1,0.28,0.17,0.28,38,14,36.8,1.31,0.48,0.13,0.36,20.5,6,1340,1885,71.1,25639,10781,575,655,87.8,545,677,80.5,196,483,40.6,6.6,67,125,37,13,151,104,3.58,46,47,3,4,4,0,6,0.21,4,1,0,1,0,0,40,25,22,16,2,10,29,34.5,19,275,88,32,113,116,46,43,10,0,33,42,82,77,1,2151,127,596,982,721,67,1776,14,24,58.3,15,1,1247,6988,4330,164,65,9,20,16,1442,1303,90.4,85,0,32,50,6,103,0,246,13,30,30.2
"172","Federico Fazio",4316000,33,"D","Argentina","as-roma",6,5,406,4.5,1,0,1,0,0,2,0,0.22,0,0.22,0.22,0.22,3,2,66.7,0.67,0.44,0.33,0.5,10.3,0,269,307,87.6,5260,1645,100,112,89.3,128,135,94.8,38,55,69.1,0,0,27,2,0,19,3,0.67,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,4,3,2,0,1,2,50,1,39,14,35.9,18,17,4,9,4,1,5,5,10,32,0,365,52,162,199,32,6,356,3,4,75,3,0,221,1287,826,30,8,0,3,1,263,258,98.1,0,0,6,3,0,2,0,44,20,8,71.4
"173","Federico Marchetti",780000,37,"GK","Italy","genoa-cfc",4,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,136,82.4,2689,1437,39,39,100,44,46,95.7,29,51,56.9,0,0,0,0,0,0,1,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,145,132,144,1,0,0,105,0,0,0,0,0,70,193,74,0,0,0,0,0,76,76,100,0,0,0,0,0,0,0,13,0,0,NA
"174","Federico Mattiello",624000,25,"D","Italy","spezia-calcio",1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,69,617,345,12,13,92.3,10,15,66.7,7,12,58.3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,1,0,1,1,0,0,1,1,1,0,0,44,0,12,24,11,0,37,0,0,0,0,0,29,196,111,2,0,0,0,0,30,28,93.3,0,0,0,1,0,1,0,7,1,2,33.3
"175","Federico Peluso",1144000,36,"D","Italy","u.s.-sassuolo",7,2,207,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,166,92.8,3002,1041,41,42,97.6,93,98,94.9,14,20,70,0,0,10,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,4,50,2,13,4,30.8,8,5,0,2,2,0,0,2,5,9,0,182,28,95,95,2,0,167,0,0,0,0,0,121,658,358,9,2,0,0,1,134,134,100,0,0,3,1,0,0,0,17,2,2,50
"176","Federico Ravaglia",45344,20,"GK","Italy","bologna-fc-1909",4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,138,84.1,2448,1532,41,42,97.6,52,53,98.1,21,41,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,146,128,146,0,0,0,117,0,0,0,0,0,79,444,296,0,0,0,0,0,81,81,100,0,0,1,0,0,0,0,16,0,0,NA
"177","Federico Santander",1820000,29,"ST","Paraguay","bologna-fc-1909",4,0,37,0.4,0,1,0,0,0,0,0,0,2.43,2.43,0,2.43,5,0,0,12.16,0,0,0,15.2,0,12,17,70.6,167,13,7,12,58.3,5,5,100,0,0,0,0.3,1,0,0,0,0,4,9.73,1,0,0,2,1,0,1,2.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,62.5,0,3,5,0,0,0,0,0,0,0,0,26,0,1,8,17,10,25,0,0,0,0,0,14,49,10,1,0,1,1,1,27,20,74.1,6,0,2,2,0,1,0,5,2,2,50
"178","Felipe Caicedo",3432000,30,"ST","Ecuador","lazio",25,9,929,10.3,8,0,7,1,1,5,0,0.78,0,0.78,0.68,0.68,30,11,36.7,2.91,1.07,0.23,0.64,12.1,0,200,267,74.9,2833,644,121,146,82.9,56,79,70.9,12,18,66.7,0.7,11,21,4,0,19,25,2.42,16,0,5,1,3,0,0,0,0,0,0,0,0,0,13,8,5,5,3,1,10,10,9,169,52,30.8,30,80,59,10,2,0,8,2,15,3,0,383,4,33,191,182,58,375,13,17,76.5,13,1,249,970,449,20,6,6,23,18,469,300,64,88,0,26,17,8,0,0,44,31,28,52.5
"179","Fernando Forestieri",884000,30,"ST","Argentina","udinese",19,3,552,6.1,1,1,1,0,0,1,0,0.16,0.16,0.33,0.16,0.33,11,3,27.3,1.79,0.49,0.09,0.33,17.1,0,156,201,77.6,2272,520,91,105,86.7,49,62,79,8,14,57.1,1.4,9,10,10,4,16,16,2.61,15,0,0,0,1,0,3,0.49,3,0,0,0,0,0,12,9,6,4,2,2,4,50,2,117,39,33.3,18,45,54,7,0,0,7,1,13,2,0,279,1,28,125,141,28,270,12,16,75,13,0,205,915,388,20,7,1,14,9,286,199,69.6,38,0,12,21,5,9,0,45,6,14,30
"180","Fernando Llorente",3588000,35,"ST","Spain","napoli",3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3.46,0,0,0,8.2,0,12,21,57.1,168,20,10,15,66.7,1,4,25,1,1,100,0.1,2,0,0,0,0,2,3.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,33.3,0,3,3,0,0,0,0,0,0,0,0,31,0,1,8,22,12,31,1,2,50,1,0,19,44,15,1,0,0,3,1,41,26,63.4,14,0,3,1,0,1,0,3,3,3,50
"181","Fernando Llorente",3588000,35,"ST","Spain","udinese",14,8,713,7.9,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,11,5,45.5,1.39,0.63,0.09,0.2,9.7,0,162,221,73.3,2202,312,108,134,80.6,40,63,63.5,6,11,54.5,0.4,6,9,0,0,7,15,1.89,11,0,0,2,1,1,2,0.25,1,0,0,1,0,0,4,2,1,3,0,3,6,50,3,117,23,19.7,17,63,37,2,0,0,2,4,8,16,0,310,18,46,163,106,32,294,3,5,60,3,0,153,414,92,5,1,0,27,11,422,223,52.8,51,0,21,11,3,1,0,37,47,33,58.8
"182","Fikayo Tomori",3744000,22,"D","England","ac-milan",17,16,1466,16.3,1,0,1,0,0,0,0,0.06,0,0.06,0.06,0.06,5,4,80,0.31,0.25,0.2,0.25,8.9,0,801,884,90.6,16890,5467,208,221,94.1,461,485,95.1,123,165,74.5,0,0,33,0,0,37,4,0.25,4,0,0,0,0,0,1,0.06,1,0,0,0,0,0,33,15,22,10,1,12,21,57.1,9,217,85,39.2,123,83,11,38,21,1,17,21,54,91,1,1071,156,645,464,28,8,1037,5,6,83.3,6,0,658,3450,1605,26,7,0,4,2,717,705,98.3,3,0,14,1,0,0,0,132,29,24,54.7
"183","Filip Duricic",1300000,28,"M","Serbia","u.s.-sassuolo",32,27,2078,23.1,5,4,4,1,1,5,0,0.22,0.17,0.39,0.17,0.35,55,13,23.6,2.38,0.56,0.07,0.31,17,0,733,931,78.7,11147,2510,421,489,86.1,250,302,82.8,44,64,68.8,6.1,53,44,46,1,86,107,4.63,80,1,6,8,11,1,15,0.65,9,0,1,3,2,0,33,21,9,15,9,10,27,37,17,401,115,28.7,56,168,177,23,1,0,22,8,41,16,0,1239,18,134,563,652,108,1225,34,57,59.6,34,8,919,5137,2995,146,70,22,43,69,1213,983,81,170,0,52,39,5,13,0,145,24,34,41.4
"184","Filippo Melegoni",53352,21,"M","Italy","genoa-cfc",14,3,389,4.3,0,0,0,0,0,1,0,0,0,0,0,0,4,1,25,0.93,0.23,0,0,23.4,2,202,242,83.5,3429,820,102,111,91.9,78,92,84.8,20,33,60.6,0.4,4,10,4,0,15,9,2.08,3,3,1,1,0,1,0,0,0,0,0,0,0,0,7,3,2,5,0,3,5,60,2,102,21,20.6,35,48,19,5,0,0,5,9,16,6,0,306,14,78,151,95,5,280,9,15,60,9,0,223,1104,636,27,9,2,11,7,237,217,91.6,20,0,3,5,0,6,0,29,3,1,75
"185","Francesco Acerbi",2496000,31,"D","Italy","lazio",32,32,2813,31.3,0,1,0,0,0,9,1,0,0.03,0.03,0,0.03,8,0,0,0.26,0,0,0,13.1,0,1804,2035,88.6,38632,10443,558,605,92.2,867,918,94.4,344,456,75.4,1,12,115,20,9,99,32,1.02,27,1,0,2,0,2,4,0.13,4,0,0,0,0,0,54,38,35,16,3,11,37,29.7,26,350,146,41.7,201,119,30,51,19,0,32,63,117,156,1,2382,348,1231,1170,195,19,2279,11,12,91.7,11,0,1448,9811,5208,116,32,1,14,8,1592,1549,97.3,22,1,31,25,2,26,0,366,77,26,74.8
"186","Francesco Caputo",1456000,32,"ST","Italy","u.s.-sassuolo",25,19,1697,18.9,11,5,8,3,3,1,0,0.58,0.27,0.85,0.42,0.69,40,17,42.5,2.12,0.9,0.2,0.47,13.5,0,327,421,77.7,4189,628,217,252,86.1,79,106,74.5,9,17,52.9,1.7,16,11,7,0,19,42,2.23,27,0,3,5,7,0,8,0.42,5,0,0,0,3,0,1,1,0,1,0,0,3,0,3,128,39,30.5,2,47,79,9,3,0,6,4,5,2,0,567,4,36,267,280,123,517,5,9,55.6,5,1,346,1069,472,30,7,13,37,13,815,450,55.2,175,0,16,32,19,4,0,43,15,23,39.5
"187","Francesco Cassata",1144000,23,"M","Italy","genoa-cfc",7,2,204,2.3,0,0,0,0,0,2,0,0,0,0,0,0,1,1,100,0.44,0.44,0,0,25.2,0,69,93,74.2,1119,467,34,39,87.2,28,36,77.8,4,9,44.4,0.1,1,4,1,0,10,3,1.32,3,0,0,0,0,0,1,0.44,1,0,0,0,0,0,8,6,8,0,0,2,8,25,6,64,15,23.4,30,26,8,1,0,0,1,4,12,2,0,126,8,43,53,36,0,108,2,5,40,3,1,80,393,217,12,4,0,2,6,80,68,85,3,0,9,8,0,4,0,20,1,4,20
"188","Francesco Magnanelli",1300000,35,"M","Italy","u.s.-sassuolo",10,7,440,4.9,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0.41,0,0,0,26.6,0,355,417,85.1,6718,1413,153,168,91.1,148,174,85.1,49,64,76.6,0.3,3,35,2,0,28,4,0.82,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,4,1,5,15,33.3,10,73,25,34.2,31,34,8,10,2,0,8,5,15,19,0,466,35,118,311,48,0,457,1,2,50,1,0,303,1098,522,15,2,0,1,0,352,341,96.9,3,0,5,6,0,1,0,68,3,11,21.4
"189","Franck Kessie",3848000,23,"M","Ivory Coast","ac-milan",37,36,3226,35.8,13,4,2,11,13,8,0,0.36,0.11,0.47,0.06,0.17,36,8,22.2,1,0.22,0.06,0.25,18.2,0,1816,2043,88.9,35370,8180,670,737,90.9,882,951,92.7,242,311,77.8,2.8,30,177,27,3,123,76,2.12,59,1,2,7,3,4,10,0.28,6,0,0,2,1,1,72,44,45,19,8,26,42,61.9,16,536,160,29.9,171,279,86,75,18,0,57,43,115,59,0,2440,122,645,1477,494,97,2382,48,61,78.7,50,1,1695,9351,4343,166,47,6,46,41,1906,1743,91.4,83,0,65,39,1,16,0,352,52,49,51.5
"190","Franck Ribery",5564000,37,"ST","France","acf-fiorentina",29,28,2149,23.9,2,6,2,0,0,6,1,0.08,0.25,0.34,0.08,0.34,21,10,47.6,0.88,0.42,0.1,0.2,15.2,0,772,894,86.4,13430,2849,382,420,91,290,326,89,88,103,85.4,4.5,31,77,35,2,92,73,3.06,53,0,10,1,8,1,13,0.54,10,0,2,0,1,0,25,20,4,9,12,9,34,26.5,25,477,117,24.5,101,210,166,13,2,0,11,8,33,0,0,1224,6,89,661,603,102,1206,61,97,62.9,66,2,1096,6070,3208,189,62,37,52,103,1210,992,82,130,0,37,73,7,25,0,144,5,29,14.7
"191","Gabriele Moncini",624000,24,"ST","Italy","benevento",10,4,357,4,0,0,0,0,0,0,0,0,0,0,0,0,8,1,12.5,2.02,0.25,0,0,13.2,0,52,85,61.2,761,126,29,47,61.7,17,24,70.8,3,6,50,0.1,2,5,0,0,5,6,1.51,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,50,1,39,16,41,4,16,19,3,0,0,3,2,4,4,0,135,4,8,90,43,13,130,3,4,75,3,0,74,326,111,5,2,1,19,8,175,107,61.1,33,0,9,10,2,0,0,12,15,16,48.4
"192","Gabriele Zappa",270400,20,"D","Italy","cagliari",34,27,2395,26.6,0,4,0,0,0,3,0,0,0.15,0.15,0,0.15,12,1,8.3,0.45,0.04,0,0,15.6,0,1029,1313,78.4,16978,7245,520,584,89,412,516,79.8,82,165,49.7,2.6,31,56,43,19,121,57,2.14,44,7,3,3,0,0,8,0.3,6,1,1,0,0,0,45,23,19,25,1,24,56,42.9,32,444,110,24.8,196,180,68,57,5,1,52,26,71,53,2,1565,85,453,679,545,46,1313,25,45,55.6,30,5,890,4485,2727,136,59,5,16,23,1066,913,85.6,57,0,25,11,1,69,0,199,12,35,25.5
"193","Gaetano Castrovilli",2444000,23,"M","Italy","acf-fiorentina",34,29,2332,25.9,5,3,5,0,0,8,1,0.19,0.12,0.31,0.19,0.31,33,14,42.4,1.27,0.54,0.15,0.36,16.7,0,598,774,77.3,10069,2881,313,376,83.2,202,246,82.1,60,97,61.9,2.5,19,49,35,12,79,52,2.01,41,0,1,0,10,0,10,0.39,9,0,0,0,1,0,44,29,24,11,9,13,39,33.3,26,509,168,33,192,205,112,37,4,0,33,31,75,23,0,1134,36,181,534,520,65,1109,29,61,47.5,32,5,856,5118,3036,146,58,14,49,68,928,760,81.9,126,0,41,63,1,30,0,182,16,42,27.6
"194","Gaetano Letizia",624000,30,"D","Italy","benevento",24,18,1570,17.4,3,1,3,0,0,2,0,0.17,0.06,0.23,0.17,0.23,13,7,53.8,0.75,0.4,0.23,0.43,22.4,0,670,887,75.5,13135,4942,264,299,88.3,282,351,80.3,107,198,54,1.4,14,40,32,17,53,37,2.12,28,5,1,1,1,1,2,0.11,2,0,0,0,0,0,40,27,25,12,3,14,39,35.9,25,198,58,29.3,111,68,19,38,5,0,33,22,62,34,2,1049,78,384,468,259,17,901,10,18,55.6,12,0,649,3576,2180,82,31,2,9,8,647,601,92.9,27,0,15,21,0,61,0,155,12,7,63.2
"195","Gary Medel",2132000,32,"D","Chile","bologna-fc-1909",11,6,511,5.7,0,1,0,0,0,1,0,0,0.18,0.18,0,0.18,0,0,0,0,0,0,0,0,0,313,340,92.1,6979,1991,84,89,94.4,157,168,93.5,70,78,89.7,0.2,1,17,1,0,19,4,0.7,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0,13,7,10,2,1,4,13,30.8,9,70,21,30,35,30,5,12,6,0,6,9,22,12,0,387,46,187,204,26,1,370,2,2,100,2,1,245,1309,638,12,2,0,2,2,249,243,97.6,1,0,5,9,0,0,0,76,8,8,50
"196","Gaston Brugman",624000,27,"M","Uruguay","parma-calcio-1913",26,21,1616,18,1,1,1,0,0,7,0,0.06,0.06,0.11,0.06,0.11,18,8,44.4,1,0.45,0.06,0.13,22.8,4,906,1089,83.2,20188,5251,252,293,86,459,507,90.5,186,263,70.7,2.4,25,80,11,0,100,50,2.78,33,15,0,1,0,1,3,0.17,3,0,0,0,0,0,42,25,18,20,4,16,48,33.3,32,343,97,28.3,158,151,34,38,4,0,34,37,79,32,1,1276,65,376,756,223,7,1165,16,20,80,18,1,761,4177,2212,72,18,2,8,10,863,826,95.7,20,0,27,22,1,16,0,167,8,10,44.4
"197","Gaston Pereiro",1976000,25,"ST","Uruguay","cagliari",15,2,272,3,2,2,2,0,0,0,0,0.66,0.66,1.32,0.66,1.32,14,5,35.7,4.63,1.65,0.14,0.4,14.7,0,104,138,75.4,1940,525,48,56,85.7,39,51,76.5,15,26,57.7,0.7,6,7,7,1,18,14,4.63,8,1,1,3,1,0,2,0.66,1,0,0,1,0,0,6,3,2,3,1,2,4,50,2,47,10,21.3,12,18,17,3,0,0,3,3,9,2,0,181,1,24,76,103,18,171,4,8,50,4,0,123,904,613,35,17,1,4,4,152,126,82.9,14,0,2,3,0,6,0,29,9,6,60
